Date,number_sold
29/05/2010,838
30/05/2010,860
31/05/2010,818
01/06/2010,847
02/06/2010,829
03/06/2010,831
04/06/2010,849
05/06/2010,850
06/06/2010,819
07/06/2010,840
08/06/2010,846
09/06/2010,831
10/06/2010,840
11/06/2010,827
12/06/2010,837
13/06/2010,832
14/06/2010,833
15/06/2010,821
16/06/2010,838
17/06/2010,829
18/06/2010,812
19/06/2010,807
20/06/2010,813
21/06/2010,807
22/06/2010,821
23/06/2010,833
24/06/2010,824
25/06/2010,821
26/06/2010,809
27/06/2010,823
28/06/2010,811
29/06/2010,830
30/06/2010,797
01/07/2010,812
02/07/2010,811
03/07/2010,791
04/07/2010,811
05/07/2010,816
06/07/2010,814
07/07/2010,812
08/07/2010,801
09/07/2010,813
10/07/2010,808
11/07/2010,796
12/07/2010,798
13/07/2010,807
14/07/2010,810
15/07/2010,797
16/07/2010,811
17/07/2010,794
18/07/2010,802
19/07/2010,804
20/07/2010,799
21/07/2010,795
22/07/2010,806
23/07/2010,802
24/07/2010,807
25/07/2010,791
26/07/2010,801
27/07/2010,797
28/07/2010,804
29/07/2010,788
30/07/2010,756
31/07/2010,776
01/08/2010,803
02/08/2010,791
03/08/2010,786
04/08/2010,788
05/08/2010,773
06/08/2010,783
07/08/2010,783
08/08/2010,777
09/08/2010,795
10/08/2010,782
11/08/2010,775
12/08/2010,777
13/08/2010,777
14/08/2010,783
15/08/2010,773
16/08/2010,774
17/08/2010,764
18/08/2010,789
19/08/2010,779
20/08/2010,767
21/08/2010,785
22/08/2010,765
23/08/2010,766
24/08/2010,794
25/08/2010,770
26/08/2010,763
27/08/2010,783
28/08/2010,761
29/08/2010,768
30/08/2010,782
31/08/2010,779
01/09/2010,764
02/09/2010,779
03/09/2010,782
04/09/2010,751
05/09/2010,761
06/09/2010,755
07/09/2010,767
08/09/2010,755
09/09/2010,769
10/09/2010,759
11/09/2010,774
12/09/2010,749
13/09/2010,768
14/09/2010,771
15/09/2010,766
16/09/2010,762
17/09/2010,797
18/09/2010,774
19/09/2010,754
20/09/2010,775
21/09/2010,763
22/09/2010,756
23/09/2010,766
24/09/2010,774
25/09/2010,775
26/09/2010,764
27/09/2010,782
28/09/2010,762
29/09/2010,774
30/09/2010,763
01/10/2010,776
02/10/2010,775
03/10/2010,776
04/10/2010,757
05/10/2010,753
06/10/2010,773
07/10/2010,770
08/10/2010,761
09/10/2010,765
10/10/2010,771
11/10/2010,777
12/10/2010,769
13/10/2010,773
14/10/2010,766
15/10/2010,779
16/10/2010,770
17/10/2010,771
18/10/2010,757
19/10/2010,762
20/10/2010,767
21/10/2010,753
22/10/2010,764
23/10/2010,768
24/10/2010,773
25/10/2010,766
26/10/2010,759
27/10/2010,752
28/10/2010,766
29/10/2010,778
30/10/2010,758
31/10/2010,765
01/11/2010,772
02/11/2010,766
03/11/2010,768
04/11/2010,769
05/11/2010,771
06/11/2010,778
07/11/2010,777
08/11/2010,777
09/11/2010,779
10/11/2010,783
11/11/2010,769
12/11/2010,782
13/11/2010,780
14/11/2010,771
15/11/2010,773
16/11/2010,771
17/11/2010,791
18/11/2010,786
19/11/2010,805
20/11/2010,800
21/11/2010,764
22/11/2010,797
23/11/2010,777
24/11/2010,770
25/11/2010,778
26/11/2010,800
27/11/2010,785
28/11/2010,788
29/11/2010,797
30/11/2010,801
01/12/2010,783
02/12/2010,795
03/12/2010,794
04/12/2010,792
05/12/2010,802
06/12/2010,783
07/12/2010,785
08/12/2010,792
09/12/2010,808
10/12/2010,799
11/12/2010,789
12/12/2010,811
13/12/2010,799
14/12/2010,805
15/12/2010,790
16/12/2010,808
17/12/2010,813
18/12/2010,816
19/12/2010,819
20/12/2010,803
21/12/2010,811
22/12/2010,805
23/12/2010,808
24/12/2010,803
25/12/2010,812
26/12/2010,799
27/12/2010,831
28/12/2010,801
29/12/2010,823
30/12/2010,828
31/12/2010,822
01/01/2011,833
02/01/2011,800
03/01/2011,820
04/01/2011,807
05/01/2011,811
06/01/2011,820
07/01/2011,807
08/01/2011,828
09/01/2011,833
10/01/2011,807
11/01/2011,823
12/01/2011,844
13/01/2011,823
14/01/2011,832
15/01/2011,847
16/01/2011,827
17/01/2011,846
18/01/2011,852
19/01/2011,829
20/01/2011,846
21/01/2011,852
22/01/2011,829
23/01/2011,842
24/01/2011,853
25/01/2011,849
26/01/2011,822
27/01/2011,842
28/01/2011,845
29/01/2011,858
30/01/2011,832
31/01/2011,839
01/02/2011,842
02/02/2011,852
03/02/2011,841
04/02/2011,862
05/02/2011,864
06/02/2011,864
07/02/2011,870
08/02/2011,859
09/02/2011,856
10/02/2011,856
11/02/2011,870
12/02/2011,868
13/02/2011,851
14/02/2011,857
15/02/2011,851
16/02/2011,880
17/02/2011,863
18/02/2011,859
19/02/2011,859
20/02/2011,880
21/02/2011,850
22/02/2011,867
23/02/2011,873
24/02/2011,865
25/02/2011,876
26/02/2011,866
27/02/2011,874
28/02/2011,872
01/03/2011,866
02/03/2011,860
03/03/2011,863
04/03/2011,867
05/03/2011,879
06/03/2011,862
07/03/2011,889
08/03/2011,873
09/03/2011,866
10/03/2011,874
11/03/2011,875
12/03/2011,874
13/03/2011,879
14/03/2011,853
15/03/2011,876
16/03/2011,851
17/03/2011,868
18/03/2011,885
19/03/2011,862
20/03/2011,875
21/03/2011,868
22/03/2011,857
23/03/2011,873
24/03/2011,876
25/03/2011,859
26/03/2011,868
27/03/2011,853
28/03/2011,876
29/03/2011,875
30/03/2011,886
31/03/2011,858
01/04/2011,865
02/04/2011,892
03/04/2011,884
04/04/2011,889
05/04/2011,878
06/04/2011,880
07/04/2011,865
08/04/2011,888
09/04/2011,871
10/04/2011,859
11/04/2011,890
12/04/2011,876
13/04/2011,877
14/04/2011,866
15/04/2011,881
16/04/2011,878
17/04/2011,857
18/04/2011,860
19/04/2011,878
20/04/2011,865
21/04/2011,882
22/04/2011,876
23/04/2011,872
24/04/2011,862
25/04/2011,857
26/04/2011,876
27/04/2011,874
28/04/2011,869
29/04/2011,869
30/04/2011,862
01/05/2011,868
02/05/2011,859
03/05/2011,868
04/05/2011,872
05/05/2011,861
06/05/2011,851
07/05/2011,883
08/05/2011,856
09/05/2011,878
10/05/2011,856
11/05/2011,853
12/05/2011,881
13/05/2011,883
14/05/2011,850
15/05/2011,875
16/05/2011,870
17/05/2011,851
18/05/2011,862
19/05/2011,844
20/05/2011,842
21/05/2011,853
22/05/2011,860
23/05/2011,873
24/05/2011,865
25/05/2011,860
26/05/2011,856
27/05/2011,854
28/05/2011,848
29/05/2011,858
30/05/2011,827
31/05/2011,840
01/06/2011,846
02/06/2011,850
03/06/2011,845
04/06/2011,844
05/06/2011,857
06/06/2011,846
07/06/2011,845
08/06/2011,842
09/06/2011,839
10/06/2011,841
11/06/2011,844
12/06/2011,856
13/06/2011,844
14/06/2011,828
15/06/2011,838
16/06/2011,835
17/06/2011,823
18/06/2011,815
19/06/2011,839
20/06/2011,842
21/06/2011,842
22/06/2011,831
23/06/2011,841
24/06/2011,835
25/06/2011,837
26/06/2011,829
27/06/2011,806
28/06/2011,813
29/06/2011,813
30/06/2011,826
01/07/2011,807
02/07/2011,812
03/07/2011,832
04/07/2011,812
05/07/2011,822
06/07/2011,825
07/07/2011,808
08/07/2011,799
09/07/2011,818
10/07/2011,824
11/07/2011,817
12/07/2011,798
13/07/2011,816
14/07/2011,810
15/07/2011,821
16/07/2011,819
17/07/2011,806
18/07/2011,787
19/07/2011,792
20/07/2011,817
21/07/2011,804
22/07/2011,810
23/07/2011,804
24/07/2011,811
25/07/2011,815
26/07/2011,796
27/07/2011,796
28/07/2011,798
29/07/2011,782
30/07/2011,815
31/07/2011,799
01/08/2011,798
02/08/2011,799
03/08/2011,809
04/08/2011,794
05/08/2011,790
06/08/2011,786
07/08/2011,792
08/08/2011,786
09/08/2011,794
10/08/2011,783
11/08/2011,797
12/08/2011,776
13/08/2011,788
14/08/2011,795
15/08/2011,780
16/08/2011,780
17/08/2011,782
18/08/2011,787
19/08/2011,774
20/08/2011,803
21/08/2011,796
22/08/2011,780
23/08/2011,792
24/08/2011,781
25/08/2011,776
26/08/2011,794
27/08/2011,767
28/08/2011,789
29/08/2011,775
30/08/2011,775
31/08/2011,795
01/09/2011,774
02/09/2011,765
03/09/2011,809
04/09/2011,781
05/09/2011,782
06/09/2011,781
07/09/2011,766
08/09/2011,780
09/09/2011,770
10/09/2011,787
11/09/2011,780
12/09/2011,784
13/09/2011,775
14/09/2011,775
15/09/2011,773
16/09/2011,768
17/09/2011,790
18/09/2011,773
19/09/2011,787
20/09/2011,778
21/09/2011,780
22/09/2011,756
23/09/2011,761
24/09/2011,783
25/09/2011,773
26/09/2011,778
27/09/2011,776
28/09/2011,765
29/09/2011,779
30/09/2011,761
01/10/2011,772
02/10/2011,778
03/10/2011,771
04/10/2011,771
05/10/2011,778
06/10/2011,784
07/10/2011,757
08/10/2011,779
09/10/2011,770
10/10/2011,783
11/10/2011,774
12/10/2011,776
13/10/2011,761
14/10/2011,762
15/10/2011,763
16/10/2011,754
17/10/2011,759
18/10/2011,783
19/10/2011,774
20/10/2011,786
21/10/2011,786
22/10/2011,783
23/10/2011,760
24/10/2011,784
25/10/2011,785
26/10/2011,791
27/10/2011,772
28/10/2011,772
29/10/2011,783
30/10/2011,778
31/10/2011,791
01/11/2011,752
02/11/2011,774
03/11/2011,802
04/11/2011,793
05/11/2011,794
06/11/2011,783
07/11/2011,771
08/11/2011,802
09/11/2011,798
10/11/2011,783
11/11/2011,775
12/11/2011,781
13/11/2011,777
14/11/2011,783
15/11/2011,770
16/11/2011,800
17/11/2011,803
18/11/2011,783
19/11/2011,802
20/11/2011,779
21/11/2011,770
22/11/2011,821
23/11/2011,796
24/11/2011,805
25/11/2011,801
26/11/2011,804
27/11/2011,799
28/11/2011,797
29/11/2011,798
30/11/2011,797
01/12/2011,800
02/12/2011,792
03/12/2011,796
04/12/2011,812
05/12/2011,800
06/12/2011,796
07/12/2011,803
08/12/2011,810
09/12/2011,799
10/12/2011,823
11/12/2011,820
12/12/2011,800
13/12/2011,824
14/12/2011,803
15/12/2011,807
16/12/2011,819
17/12/2011,805
18/12/2011,809
19/12/2011,813
20/12/2011,796
21/12/2011,830
22/12/2011,820
23/12/2011,817
24/12/2011,824
25/12/2011,813
26/12/2011,825
27/12/2011,804
28/12/2011,820
29/12/2011,824
30/12/2011,806
31/12/2011,824
01/01/2012,829
02/01/2012,833
03/01/2012,836
04/01/2012,832
05/01/2012,832
06/01/2012,834
07/01/2012,819
08/01/2012,824
09/01/2012,825
10/01/2012,844
11/01/2012,839
12/01/2012,845
13/01/2012,847
14/01/2012,848
15/01/2012,842
16/01/2012,853
17/01/2012,843
18/01/2012,839
19/01/2012,850
20/01/2012,834
21/01/2012,839
22/01/2012,864
23/01/2012,848
24/01/2012,849
25/01/2012,841
26/01/2012,860
27/01/2012,868
28/01/2012,852
29/01/2012,850
30/01/2012,854
31/01/2012,865
01/02/2012,857
02/02/2012,862
03/02/2012,853
04/02/2012,851
05/02/2012,854
06/02/2012,859
07/02/2012,857
08/02/2012,835
09/02/2012,867
10/02/2012,847
11/02/2012,854
12/02/2012,871
13/02/2012,879
14/02/2012,878
15/02/2012,866
16/02/2012,878
17/02/2012,866
18/02/2012,856
19/02/2012,855
20/02/2012,861
21/02/2012,863
22/02/2012,866
23/02/2012,859
24/02/2012,871
25/02/2012,881
26/02/2012,857
27/02/2012,891
28/02/2012,865
29/02/2012,873
01/03/2012,886
02/03/2012,874
03/03/2012,871
04/03/2012,882
05/03/2012,870
06/03/2012,869
07/03/2012,866
08/03/2012,884
09/03/2012,886
10/03/2012,895
11/03/2012,883
12/03/2012,878
13/03/2012,876
14/03/2012,878
15/03/2012,881
16/03/2012,885
17/03/2012,870
18/03/2012,876
19/03/2012,875
20/03/2012,881
21/03/2012,883
22/03/2012,856
23/03/2012,885
24/03/2012,875
25/03/2012,884
26/03/2012,876
27/03/2012,883
28/03/2012,887
29/03/2012,884
30/03/2012,859
31/03/2012,884
01/04/2012,884
02/04/2012,876
03/04/2012,882
04/04/2012,885
05/04/2012,863
06/04/2012,885
07/04/2012,879
08/04/2012,883
09/04/2012,882
10/04/2012,896
11/04/2012,880
12/04/2012,873
13/04/2012,866
14/04/2012,877
15/04/2012,861
16/04/2012,869
17/04/2012,877
18/04/2012,867
19/04/2012,880
20/04/2012,861
21/04/2012,880
22/04/2012,891
23/04/2012,880
24/04/2012,869
25/04/2012,867
26/04/2012,879
27/04/2012,887
28/04/2012,861
29/04/2012,876
30/04/2012,874
01/05/2012,866
02/05/2012,886
03/05/2012,871
04/05/2012,874
05/05/2012,859
06/05/2012,866
07/05/2012,865
08/05/2012,874
09/05/2012,855
10/05/2012,863
11/05/2012,847
12/05/2012,869
13/05/2012,855
14/05/2012,874
15/05/2012,875
16/05/2012,860
17/05/2012,865
18/05/2012,867
19/05/2012,877
20/05/2012,870
21/05/2012,860
22/05/2012,851
23/05/2012,862
24/05/2012,858
25/05/2012,873
26/05/2012,856
27/05/2012,856
28/05/2012,862
29/05/2012,854
30/05/2012,832
31/05/2012,858
01/06/2012,855
02/06/2012,845
03/06/2012,868
04/06/2012,856
05/06/2012,845
06/06/2012,853
07/06/2012,856
08/06/2012,835
09/06/2012,844
10/06/2012,861
11/06/2012,837
12/06/2012,852
13/06/2012,847
14/06/2012,846
15/06/2012,845
16/06/2012,839
17/06/2012,845
18/06/2012,827
19/06/2012,825
20/06/2012,858
21/06/2012,845
22/06/2012,820
23/06/2012,827
24/06/2012,839
25/06/2012,843
26/06/2012,840
27/06/2012,813
28/06/2012,836
29/06/2012,835
30/06/2012,831
01/07/2012,823
02/07/2012,815
03/07/2012,827
04/07/2012,831
05/07/2012,820
06/07/2012,827
07/07/2012,823
08/07/2012,819
09/07/2012,805
10/07/2012,813
11/07/2012,827
12/07/2012,806
13/07/2012,820
14/07/2012,835
15/07/2012,807
16/07/2012,807
17/07/2012,813
18/07/2012,813
19/07/2012,810
20/07/2012,815
21/07/2012,806
22/07/2012,825
23/07/2012,828
24/07/2012,814
25/07/2012,808
26/07/2012,819
27/07/2012,800
28/07/2012,784
29/07/2012,815
30/07/2012,805
31/07/2012,808
01/08/2012,800
02/08/2012,792
03/08/2012,807
04/08/2012,810
05/08/2012,797
06/08/2012,802
07/08/2012,795
08/08/2012,813
09/08/2012,802
10/08/2012,796
11/08/2012,803
12/08/2012,791
13/08/2012,784
14/08/2012,812
15/08/2012,807
16/08/2012,792
17/08/2012,799
18/08/2012,796
19/08/2012,799
20/08/2012,783
21/08/2012,775
22/08/2012,814
23/08/2012,785
24/08/2012,781
25/08/2012,782
26/08/2012,784
27/08/2012,773
28/08/2012,774
29/08/2012,782
30/08/2012,783
31/08/2012,788
01/09/2012,793
02/09/2012,777
03/09/2012,765
04/09/2012,788
05/09/2012,792
06/09/2012,783
07/09/2012,786
08/09/2012,788
09/09/2012,789
10/09/2012,778
11/09/2012,774
12/09/2012,783
13/09/2012,775
14/09/2012,785
15/09/2012,782
16/09/2012,788
17/09/2012,773
18/09/2012,776
19/09/2012,784
20/09/2012,781
21/09/2012,778
22/09/2012,794
23/09/2012,767
24/09/2012,791
25/09/2012,772
26/09/2012,761
27/09/2012,779
28/09/2012,767
29/09/2012,768
30/09/2012,795
01/10/2012,780
02/10/2012,778
03/10/2012,780
04/10/2012,771
05/10/2012,782
06/10/2012,764
07/10/2012,759
08/10/2012,766
09/10/2012,788
10/10/2012,768
11/10/2012,764
12/10/2012,781
13/10/2012,791
14/10/2012,791
15/10/2012,772
16/10/2012,791
17/10/2012,790
18/10/2012,772
19/10/2012,789
20/10/2012,799
21/10/2012,801
22/10/2012,790
23/10/2012,775
24/10/2012,791
25/10/2012,800
26/10/2012,780
27/10/2012,784
28/10/2012,768
29/10/2012,784
30/10/2012,794
31/10/2012,774
01/11/2012,786
02/11/2012,756
03/11/2012,807
04/11/2012,792
05/11/2012,780
06/11/2012,785
07/11/2012,779
08/11/2012,784
09/11/2012,770
10/11/2012,795
11/11/2012,805
12/11/2012,806
13/11/2012,784
14/11/2012,804
15/11/2012,781
16/11/2012,788
17/11/2012,797
18/11/2012,795
19/11/2012,782
20/11/2012,798
21/11/2012,809
22/11/2012,812
23/11/2012,795
24/11/2012,793
25/11/2012,797
26/11/2012,798
27/11/2012,799
28/11/2012,804
29/11/2012,792
30/11/2012,793
01/12/2012,813
02/12/2012,797
03/12/2012,806
04/12/2012,808
05/12/2012,807
06/12/2012,815
07/12/2012,807
08/12/2012,801
09/12/2012,810
10/12/2012,793
11/12/2012,808
12/12/2012,835
13/12/2012,814
14/12/2012,835
15/12/2012,813
16/12/2012,807
17/12/2012,808
18/12/2012,830
19/12/2012,829
20/12/2012,836
21/12/2012,827
22/12/2012,827
23/12/2012,834
24/12/2012,824
25/12/2012,824
26/12/2012,831
27/12/2012,834
28/12/2012,852
29/12/2012,836
30/12/2012,831
31/12/2012,830
01/01/2013,841
02/01/2013,838
03/01/2013,840
04/01/2013,822
05/01/2013,846
06/01/2013,841
07/01/2013,826
08/01/2013,830
09/01/2013,859
10/01/2013,836
11/01/2013,847
12/01/2013,857
13/01/2013,813
14/01/2013,847
15/01/2013,837
16/01/2013,846
17/01/2013,849
18/01/2013,847
19/01/2013,852
20/01/2013,843
21/01/2013,861
22/01/2013,838
23/01/2013,836
24/01/2013,839
25/01/2013,866
26/01/2013,850
27/01/2013,839
28/01/2013,850
29/01/2013,862
30/01/2013,865
31/01/2013,857
01/02/2013,869
02/02/2013,864
03/02/2013,863
04/02/2013,861
05/02/2013,856
06/02/2013,863
07/02/2013,859
08/02/2013,850
09/02/2013,877
10/02/2013,870
11/02/2013,882
12/02/2013,860
13/02/2013,861
14/02/2013,878
15/02/2013,869
16/02/2013,878
17/02/2013,877
18/02/2013,877
19/02/2013,851
20/02/2013,888
21/02/2013,872
22/02/2013,864
23/02/2013,882
24/02/2013,882
25/02/2013,874
26/02/2013,855
27/02/2013,868
28/02/2013,880
01/03/2013,875
02/03/2013,862
03/03/2013,884
04/03/2013,873
05/03/2013,860
06/03/2013,889
07/03/2013,882
08/03/2013,883
09/03/2013,869
10/03/2013,877
11/03/2013,886
12/03/2013,878
13/03/2013,882
14/03/2013,885
15/03/2013,879
16/03/2013,882
17/03/2013,910
18/03/2013,891
19/03/2013,877
20/03/2013,881
21/03/2013,876
22/03/2013,870
23/03/2013,902
24/03/2013,868
25/03/2013,874
26/03/2013,895
27/03/2013,891
28/03/2013,897
29/03/2013,891
30/03/2013,890
31/03/2013,888
01/04/2013,891
02/04/2013,901
03/04/2013,900
04/04/2013,887
05/04/2013,877
06/04/2013,878
07/04/2013,894
08/04/2013,880
09/04/2013,900
10/04/2013,888
11/04/2013,885
12/04/2013,866
13/04/2013,874
14/04/2013,888
15/04/2013,871
16/04/2013,885
17/04/2013,874
18/04/2013,887
19/04/2013,890
20/04/2013,862
21/04/2013,867
22/04/2013,895
23/04/2013,863
24/04/2013,879
25/04/2013,878
26/04/2013,880
27/04/2013,856
28/04/2013,892
29/04/2013,885
30/04/2013,887
01/05/2013,882
02/05/2013,869
03/05/2013,886
04/05/2013,896
05/05/2013,869
06/05/2013,877
07/05/2013,867
08/05/2013,868
09/05/2013,878
10/05/2013,878
11/05/2013,845
12/05/2013,885
13/05/2013,868
14/05/2013,866
15/05/2013,865
16/05/2013,889
17/05/2013,871
18/05/2013,873
19/05/2013,866
20/05/2013,874
21/05/2013,858
22/05/2013,867
23/05/2013,875
24/05/2013,886
25/05/2013,852
26/05/2013,877
27/05/2013,840
28/05/2013,843
29/05/2013,845
30/05/2013,853
31/05/2013,861
01/06/2013,859
02/06/2013,854
03/06/2013,848
04/06/2013,864
05/06/2013,861
06/06/2013,851
07/06/2013,856
08/06/2013,863
09/06/2013,869
10/06/2013,842
11/06/2013,852
12/06/2013,851
13/06/2013,837
14/06/2013,841
15/06/2013,851
16/06/2013,851
17/06/2013,847
18/06/2013,843
19/06/2013,836
20/06/2013,845
21/06/2013,821
22/06/2013,855
23/06/2013,843
24/06/2013,840
25/06/2013,843
26/06/2013,840
27/06/2013,809
28/06/2013,838
29/06/2013,825
30/06/2013,821
01/07/2013,830
02/07/2013,833
03/07/2013,828
04/07/2013,831
05/07/2013,821
06/07/2013,818
07/07/2013,823
08/07/2013,828
09/07/2013,830
10/07/2013,829
11/07/2013,829
12/07/2013,813
13/07/2013,814
14/07/2013,810
15/07/2013,815
16/07/2013,814
17/07/2013,807
18/07/2013,816
19/07/2013,807
20/07/2013,796
21/07/2013,812
22/07/2013,809
23/07/2013,812
24/07/2013,802
25/07/2013,814
26/07/2013,813
27/07/2013,810
28/07/2013,800
29/07/2013,802
30/07/2013,812
31/07/2013,810
01/08/2013,807
02/08/2013,802
03/08/2013,803
04/08/2013,809
05/08/2013,787
06/08/2013,816
07/08/2013,791
08/08/2013,789
09/08/2013,794
10/08/2013,804
11/08/2013,793
12/08/2013,789
13/08/2013,804
14/08/2013,789
15/08/2013,797
16/08/2013,796
17/08/2013,804
18/08/2013,815
19/08/2013,787
20/08/2013,768
21/08/2013,812
22/08/2013,783
23/08/2013,794
24/08/2013,786
25/08/2013,775
26/08/2013,782
27/08/2013,785
28/08/2013,791
29/08/2013,792
30/08/2013,789
31/08/2013,785
01/09/2013,777
02/09/2013,770
03/09/2013,791
04/09/2013,777
05/09/2013,785
06/09/2013,781
07/09/2013,777
08/09/2013,783
09/09/2013,786
10/09/2013,793
11/09/2013,784
12/09/2013,785
13/09/2013,792
14/09/2013,782
15/09/2013,783
16/09/2013,762
17/09/2013,780
18/09/2013,759
19/09/2013,780
20/09/2013,774
21/09/2013,782
22/09/2013,785
23/09/2013,783
24/09/2013,780
25/09/2013,776
26/09/2013,803
27/09/2013,778
28/09/2013,776
29/09/2013,768
30/09/2013,774
01/10/2013,785
02/10/2013,786
03/10/2013,769
04/10/2013,779
05/10/2013,758
06/10/2013,776
07/10/2013,759
08/10/2013,780
09/10/2013,779
10/10/2013,779
11/10/2013,787
12/10/2013,762
13/10/2013,787
14/10/2013,778
15/10/2013,786
16/10/2013,771
17/10/2013,786
18/10/2013,770
19/10/2013,779
20/10/2013,796
21/10/2013,768
22/10/2013,787
23/10/2013,772
24/10/2013,782
25/10/2013,770
26/10/2013,773
27/10/2013,790
28/10/2013,783
29/10/2013,781
30/10/2013,773
31/10/2013,791
01/11/2013,787
02/11/2013,785
03/11/2013,778
04/11/2013,772
05/11/2013,785
06/11/2013,782
07/11/2013,768
08/11/2013,800
09/11/2013,790
10/11/2013,774
11/11/2013,802
12/11/2013,788
13/11/2013,779
14/11/2013,787
15/11/2013,793
16/11/2013,796
17/11/2013,783
18/11/2013,801
19/11/2013,791
20/11/2013,790
21/11/2013,794
22/11/2013,794
23/11/2013,804
24/11/2013,809
25/11/2013,805
26/11/2013,806
27/11/2013,803
28/11/2013,796
29/11/2013,806
30/11/2013,821
01/12/2013,809
02/12/2013,814
03/12/2013,812
04/12/2013,808
05/12/2013,825
06/12/2013,830
07/12/2013,791
08/12/2013,814
09/12/2013,813
10/12/2013,821
11/12/2013,816
12/12/2013,810
13/12/2013,816
14/12/2013,797
15/12/2013,816
16/12/2013,808
17/12/2013,805
18/12/2013,827
19/12/2013,802
20/12/2013,809
21/12/2013,830
22/12/2013,809
23/12/2013,827
24/12/2013,816
25/12/2013,826
26/12/2013,821
27/12/2013,826
28/12/2013,825
29/12/2013,820
30/12/2013,851
31/12/2013,825
01/01/2014,834
02/01/2014,827
03/01/2014,840
04/01/2014,849
05/01/2014,835
06/01/2014,834
07/01/2014,839
08/01/2014,843
09/01/2014,839
10/01/2014,858
11/01/2014,830
12/01/2014,843
13/01/2014,846
14/01/2014,849
15/01/2014,840
16/01/2014,842
17/01/2014,848
18/01/2014,834
19/01/2014,836
20/01/2014,846
21/01/2014,853
22/01/2014,849
23/01/2014,851
24/01/2014,844
25/01/2014,842
26/01/2014,855
27/01/2014,864
28/01/2014,866
29/01/2014,847
30/01/2014,868
31/01/2014,868
01/02/2014,867
02/02/2014,847
03/02/2014,845
04/02/2014,874
05/02/2014,846
06/02/2014,853
07/02/2014,880
08/02/2014,870
09/02/2014,873
10/02/2014,887
11/02/2014,863
12/02/2014,881
13/02/2014,867
14/02/2014,890
15/02/2014,844
16/02/2014,875
17/02/2014,855
18/02/2014,877
19/02/2014,854
20/02/2014,868
21/02/2014,869
22/02/2014,856
23/02/2014,854
24/02/2014,867
25/02/2014,870
26/02/2014,872
27/02/2014,858
28/02/2014,873
01/03/2014,893
02/03/2014,871
03/03/2014,867
04/03/2014,889
05/03/2014,881
06/03/2014,865
07/03/2014,870
08/03/2014,890
09/03/2014,860
10/03/2014,884
11/03/2014,875
12/03/2014,887
13/03/2014,888
14/03/2014,885
15/03/2014,881
16/03/2014,897
17/03/2014,866
18/03/2014,881
19/03/2014,876
20/03/2014,873
21/03/2014,890
22/03/2014,884
23/03/2014,886
24/03/2014,893
25/03/2014,876
26/03/2014,892
27/03/2014,875
28/03/2014,885
29/03/2014,899
30/03/2014,881
31/03/2014,874
01/04/2014,895
02/04/2014,864
