Date Time,p (mbar)
10368.0,994.12
10431.0,991.64
10432.0,991.47
10495.0,988.83
10496.0,988.76
10559.0,992.82
10560.0,992.87
10623.0,998.31
10624.0,998.48
10687.0,1002.95
10688.0,1003.08
10751.0,1004.82
10752.0,1004.68
10815.0,1003.62
10816.0,1003.57
10879.0,1003.76
10880.0,1003.76
10943.0,1005.32
10944.0,1005.3
11007.0,1004.18
11008.0,1004.1
11071.0,999.43
11072.0,999.38
11135.0,996.61
11136.0,996.57
11199.0,999.82
11200.0,999.83
11263.0,1002.88
11264.0,1002.86
11327.0,1004.44
11328.0,1004.43
11391.0,1003.06
11392.0,1003.08
11455.0,1000.61
11456.0,1000.41
11519.0,996.44
11520.0,996.37
11583.0,993.7
11584.0,993.78
11647.0,992.45
11648.0,992.43
11711.0,984.99
11712.0,984.86
11775.0,971.65
11776.0,971.4
11839.0,971.49
11840.0,971.64
11903.0,977.37
11904.0,977.56
11967.0,982.37
11968.0,982.36
12031.0,973.4
12032.0,973.26
12095.0,973.14
12096.0,973.28
12159.0,980.19
12160.0,980.19
12223.0,975.21
12224.0,975.12
12287.0,972.05
12288.0,972.1
12351.0,974.1
12352.0,974.21
12415.0,972.79
12416.0,972.82
12479.0,969.69
12480.0,969.86
12543.0,977.33
12544.0,977.31
12607.0,981.39
12608.0,981.5
12671.0,987.15
12672.0,987.25
12735.0,993.8
12736.0,993.77
12799.0,996.46
12800.0,996.49
12863.0,998.62
12864.0,998.61
12927.0,994.71
12928.0,994.78
12991.0,993.91
12992.0,993.89
13055.0,992.79
13056.0,992.79
13119.0,994.52
13120.0,994.46
13183.0,993.07
13184.0,993.05
13247.0,991.94
13248.0,991.86
13311.0,991.01
13312.0,990.96
13375.0,989.82
13376.0,989.86
13439.0,990.92
13440.0,990.88
13503.0,991.46
13504.0,991.57
13567.0,995.32
13568.0,995.36
13631.0,994.89
13632.0,994.9
13695.0,994.24
13696.0,994.05
13759.0,989.19
13760.0,989.04
13823.0,985.84
13824.0,985.82
13887.0,984.39
13888.0,984.32
13951.0,985.05
13952.0,985.06
14015.0,987.2
14016.0,987.27
14079.0,987.12
14080.0,987.22
14143.0,990.19
14144.0,990.27
14207.0,989.32
14208.0,989.23
14271.0,988.09
14272.0,988.13
14335.0,983.96
14336.0,983.88
14399.0,982.49
14400.0,982.48
14463.0,982.85
14464.0,982.88
14527.0,983.4
14528.0,983.47
14591.0,984.47
14592.0,984.41
14655.0,983.54
14656.0,983.59
14719.0,983.3
14720.0,983.17
14783.0,980.71
14784.0,980.7
14847.0,981.98
14848.0,982.05
14911.0,982.15
14912.0,982.14
14975.0,983.87
14976.0,983.92
15039.0,984.79
15040.0,984.69
15103.0,984.06
15104.0,983.98
15167.0,982.75
15168.0,982.77
15231.0,977.42
15232.0,977.44
15295.0,975.9
15296.0,976.05
15359.0,977.54
15360.0,977.57
15423.0,980.15
15424.0,980.39
15487.0,986.28
15488.0,986.34
15551.0,992.24
15552.0,992.31
15615.0,996.23
15616.0,996.23
15679.0,997.22
15680.0,997.2
15743.0,997.9
15744.0,997.87
15807.0,995.62
15808.0,995.62
15871.0,996.75
15872.0,996.82
15935.0,994.79
15936.0,994.73
15999.0,994.15
16000.0,994.13
16063.0,991.68
16064.0,991.62
16127.0,992.83
16128.0,992.8
16191.0,995.48
16192.0,995.51
16255.0,997.5
16256.0,997.6
16319.0,997.86
16320.0,997.84
16383.0,991.55
16384.0,991.54
16447.0,989.12
16448.0,989.11
16511.0,987.49
16512.0,987.4
16575.0,986.83
16576.0,986.76
16639.0,982.39
16640.0,982.4
16703.0,977.94
16704.0,977.89
16767.0,979.04
16768.0,978.99
16831.0,976.78
16832.0,976.71
16895.0,973.69
16896.0,973.71
16959.0,978.0
16960.0,978.22
17023.0,980.19
17024.0,980.08
17087.0,982.12
17088.0,982.12
17151.0,987.02
17152.0,987.04
17215.0,990.45
17216.0,990.48
17279.0,992.81
17280.0,992.96
17343.0,994.45
17344.0,994.43
17407.0,995.5
17408.0,995.5
17471.0,998.58
17472.0,998.61
17535.0,998.23
17536.0,998.29
17599.0,998.31
17600.0,998.31
17663.0,991.51
17664.0,991.41
17727.0,994.69
17728.0,994.66
17791.0,996.65
17792.0,996.52
17855.0,996.58
17856.0,996.59
17919.0,993.1
17920.0,992.92
17983.0,991.24
17984.0,991.15
18047.0,986.52
18048.0,986.55
18111.0,989.22
18112.0,989.25
18175.0,990.94
18176.0,990.94
18239.0,989.33
18240.0,989.24
18303.0,988.33
18304.0,988.27
18367.0,986.85
18368.0,986.98
18431.0,992.59
18432.0,992.8
18495.0,994.58
18496.0,994.52
18559.0,987.72
18560.0,987.56
18623.0,992.48
18624.0,992.74
18687.0,992.69
18688.0,992.71
18751.0,991.05
18752.0,991.04
18815.0,990.26
18816.0,990.33
18879.0,994.61
18880.0,994.65
18943.0,996.33
18944.0,996.2
19007.0,995.05
19008.0,994.95
19071.0,993.26
19072.0,993.18
19135.0,990.13
19136.0,989.97
19199.0,986.77
19200.0,986.81
19263.0,983.41
19264.0,983.47
19327.0,982.98
19328.0,982.87
19391.0,980.89
19392.0,980.88
19455.0,983.79
19456.0,983.86
19519.0,987.87
19520.0,987.85
19583.0,991.25
19584.0,991.23
19647.0,988.25
19648.0,988.25
19711.0,989.31
19712.0,989.4
19775.0,991.93
19776.0,992.04
19839.0,992.73
19840.0,992.73
19903.0,995.43
19904.0,995.39
19967.0,993.92
19968.0,993.89
20031.0,994.15
20032.0,994.19
20095.0,993.85
20096.0,993.73
20159.0,991.52
20160.0,991.47
20223.0,986.63
20224.0,986.44
20287.0,985.04
20288.0,985.18
20351.0,986.75
20352.0,986.92
20415.0,988.83
20416.0,989.03
20479.0,993.75
20480.0,993.83
20543.0,993.73
20544.0,993.64
20607.0,992.19
20608.0,991.73
20671.0,990.78
20672.0,990.77
20735.0,993.02
20736.0,993.02
20799.0,993.16
20800.0,993.14
20863.0,989.23
20864.0,989.17
20927.0,984.18
20928.0,984.14
20991.0,983.61
20992.0,983.57
21055.0,994.71
21056.0,995.03
21119.0,997.31
21120.0,997.2
21183.0,996.01
21184.0,995.86
21247.0,996.21
21248.0,996.17
21311.0,1001.45
21312.0,1001.55
21375.0,1001.86
21376.0,1001.79
21439.0,1001.15
21440.0,1001.13
21503.0,999.95
21504.0,999.97
21567.0,995.98
21568.0,995.9
21631.0,996.66
21632.0,996.75
21695.0,995.89
21696.0,995.74
21759.0,994.02
21760.0,994.02
21823.0,992.87
21824.0,992.85
21887.0,991.06
21888.0,990.85
21951.0,989.13
21952.0,989.13
22015.0,986.57
22016.0,986.64
22079.0,986.75
22080.0,986.76
22143.0,986.53
22144.0,986.53
22207.0,986.42
22208.0,986.41
22271.0,985.27
22272.0,985.19
22335.0,983.54
22336.0,983.53
22399.0,983.71
22400.0,983.63
22463.0,982.33
22464.0,982.33
22527.0,975.57
22528.0,975.45
22591.0,972.18
22592.0,972.17
22655.0,975.66
22656.0,975.73
22719.0,978.46
22720.0,978.55
22783.0,982.08
22784.0,982.12
22847.0,982.94
22848.0,982.97
22911.0,982.58
22912.0,982.45
22975.0,984.54
22976.0,984.69
23039.0,985.29
23040.0,985.49
23103.0,988.41
23104.0,988.4
23167.0,987.62
23168.0,987.58
23231.0,979.78
23232.0,979.69
23295.0,988.12
23296.0,988.23
23359.0,990.74
23360.0,990.74
23423.0,990.7
23424.0,990.62
23487.0,993.55
23488.0,993.54
23551.0,993.67
23552.0,993.69
23615.0,994.03
23616.0,994.02
23679.0,992.52
23680.0,992.41
23743.0,989.39
23744.0,989.41
23807.0,990.44
23808.0,990.46
23871.0,985.78
23872.0,985.77
23935.0,990.44
23936.0,990.51
23999.0,994.48
24000.0,994.48
24063.0,998.82
24064.0,998.84
24127.0,996.73
24128.0,996.72
24191.0,991.57
24192.0,991.46
24255.0,990.31
24256.0,990.26
24319.0,988.79
24320.0,988.8
24383.0,988.68
24384.0,988.85
24447.0,989.9
24448.0,989.99
24511.0,993.66
24512.0,993.7
24575.0,992.15
24576.0,992.15
24639.0,993.41
24640.0,993.42
24703.0,992.49
24704.0,992.43
24767.0,993.46
24768.0,993.42
24831.0,996.33
24832.0,996.36
24895.0,996.74
24896.0,996.8
24959.0,996.48
24960.0,996.43
25023.0,993.45
25024.0,993.44
25087.0,992.5
25088.0,992.38
25151.0,989.42
25152.0,989.38
25215.0,988.25
25216.0,988.22
25279.0,986.53
25280.0,986.59
25343.0,986.41
25344.0,986.37
25407.0,986.46
25408.0,986.42
25471.0,986.28
25472.0,986.36
25535.0,987.37
25536.0,987.42
25599.0,988.74
25600.0,988.75
25663.0,989.23
25664.0,989.23
25727.0,989.69
25728.0,989.65
25791.0,990.95
25792.0,990.95
25855.0,991.67
25856.0,991.56
25919.0,992.43
25920.0,992.46
25983.0,993.4
25984.0,993.4
26047.0,993.18
26048.0,993.21
26111.0,994.25
26112.0,994.19
26175.0,992.67
26176.0,992.75
26239.0,993.23
26240.0,993.13
26303.0,989.32
26304.0,989.66
26367.0,988.54
26368.0,988.58
26431.0,985.94
26432.0,985.92
26495.0,985.2
26496.0,985.13
26559.0,985.84
26560.0,985.9
26623.0,984.83
26624.0,984.84
26687.0,985.37
26688.0,985.29
26751.0,981.9
26752.0,981.89
26815.0,981.69
26816.0,981.71
26879.0,981.77
26880.0,981.58
26943.0,981.35
26944.0,981.43
27007.0,979.55
27008.0,979.43
27071.0,980.55
27072.0,980.59
27135.0,979.67
27136.0,979.66
27199.0,982.98
27200.0,983.13
27263.0,986.06
27264.0,986.16
27327.0,985.78
27328.0,985.76
27391.0,985.72
27392.0,985.74
27455.0,985.67
27456.0,985.63
27519.0,988.4
27520.0,988.34
27583.0,988.25
27584.0,988.28
27647.0,988.75
27648.0,988.58
27711.0,987.17
27712.0,987.21
27775.0,984.69
27776.0,984.69
27839.0,987.06
27840.0,987.04
27903.0,985.84
27904.0,986.01
27967.0,985.26
27968.0,985.1
28031.0,987.17
28032.0,987.17
28095.0,989.61
28096.0,989.71
28159.0,991.89
28160.0,992.1
28223.0,994.48
28224.0,994.5
28287.0,995.89
28288.0,995.75
28351.0,992.57
28352.0,992.55
28415.0,985.89
28416.0,985.76
28479.0,982.07
28480.0,981.92
28543.0,981.84
28544.0,981.75
28607.0,983.45
28608.0,983.35
28671.0,987.15
28672.0,987.15
28735.0,987.4
28736.0,987.37
28799.0,990.72
28800.0,990.76
28863.0,990.23
28864.0,990.19
28927.0,991.16
28928.0,991.16
28991.0,990.5
28992.0,990.57
29055.0,985.08
29056.0,985.07
29119.0,984.97
29120.0,984.73
29183.0,983.19
29184.0,983.06
29247.0,980.22
29248.0,979.97
29311.0,978.14
29312.0,978.3
29375.0,984.18
29376.0,983.99
29439.0,987.54
29440.0,987.41
29503.0,989.24
29504.0,988.93
29567.0,991.68
29568.0,991.68
29631.0,994.64
29632.0,994.64
29695.0,996.6
29696.0,996.6
29759.0,994.37
29760.0,994.26
29823.0,991.53
29824.0,991.54
29887.0,985.92
29888.0,985.79
29951.0,987.53
29952.0,987.58
30015.0,993.84
30016.0,993.81
30079.0,994.86
30080.0,994.87
30143.0,995.32
30144.0,995.25
30207.0,989.37
30208.0,989.35
30271.0,986.78
30272.0,986.84
30335.0,993.28
30336.0,993.28
30399.0,996.61
30400.0,996.69
30463.0,996.58
30464.0,996.5
30527.0,994.43
30528.0,994.35
30591.0,989.51
30592.0,989.35
30655.0,985.32
30656.0,985.32
30719.0,983.42
30720.0,983.27
30783.0,984.6
30784.0,984.58
30847.0,987.6
30848.0,987.54
30911.0,989.13
30912.0,989.16
30975.0,991.94
30976.0,991.94
31039.0,993.77
31040.0,993.77
31103.0,995.49
31104.0,995.5
31167.0,995.85
31168.0,995.85
31231.0,995.31
31232.0,995.32
31295.0,995.68
31296.0,995.6
31359.0,992.92
31360.0,993.0
31423.0,993.16
31424.0,993.16
31487.0,990.72
31488.0,990.77
31551.0,991.44
31552.0,991.37
31615.0,989.72
31616.0,989.64
31679.0,991.28
31680.0,991.33
31743.0,991.37
31744.0,991.35
31807.0,989.38
31808.0,989.47
31871.0,988.55
31872.0,988.46
31935.0,987.88
31936.0,987.88
31999.0,989.19
32000.0,989.24
32063.0,990.5
32064.0,990.5
32127.0,991.61
32128.0,991.78
32191.0,990.87
32192.0,990.78
32255.0,988.0
32256.0,987.94
32319.0,989.29
32320.0,989.29
32383.0,989.46
32384.0,989.56
32447.0,992.43
32448.0,992.47
32511.0,991.2
32512.0,991.2
32575.0,992.3
32576.0,992.31
32639.0,989.35
32640.0,989.27
32703.0,989.48
32704.0,989.48
32767.0,987.89
32768.0,987.81
32831.0,987.47
32832.0,987.33
32895.0,987.74
32896.0,987.54
32959.0,986.36
32960.0,986.62
33023.0,994.04
33024.0,994.14
33087.0,994.07
33088.0,994.14
33151.0,996.23
33152.0,996.23
33215.0,994.35
33216.0,994.26
33279.0,995.25
33280.0,995.26
33343.0,992.68
33344.0,992.54
33407.0,990.16
33408.0,990.12
33471.0,993.03
33472.0,992.87
33535.0,994.35
33536.0,994.3
33599.0,996.97
33600.0,996.96
33663.0,997.11
33664.0,997.12
33727.0,998.67
33728.0,998.86
33791.0,994.71
33792.0,994.56
33855.0,991.47
33856.0,991.43
33919.0,985.81
33920.0,985.64
33983.0,983.59
33984.0,983.61
34047.0,984.27
34048.0,984.21
34111.0,985.82
34112.0,985.78
34175.0,989.77
34176.0,989.85
34239.0,989.33
34240.0,989.28
34303.0,991.23
34304.0,991.32
34367.0,988.85
34368.0,988.78
34431.0,987.43
34432.0,987.39
34495.0,984.07
34496.0,983.9
34559.0,988.4
34560.0,988.4
34623.0,991.17
34624.0,991.23
34687.0,994.5
34688.0,994.52
34751.0,994.41
34752.0,994.36
34815.0,992.99
34816.0,993.06
34879.0,994.33
34880.0,994.33
34943.0,990.41
34944.0,990.34
35007.0,988.26
35008.0,988.25
35071.0,984.82
35072.0,984.84
35135.0,987.55
35136.0,987.58
35199.0,989.82
35200.0,989.84
35263.0,984.53
35264.0,984.36
35327.0,976.65
35328.0,976.55
35391.0,978.29
35392.0,978.46
35455.0,979.64
35456.0,979.62
35519.0,979.48
35520.0,979.54
35583.0,985.49
35584.0,985.51
35647.0,990.95
35648.0,990.88
35711.0,995.88
35712.0,995.98
35775.0,998.0
35776.0,998.07
35839.0,997.58
35840.0,997.61
35903.0,997.48
35904.0,997.46
35967.0,995.82
35968.0,995.89
36031.0,998.08
36032.0,998.2
36095.0,996.59
36096.0,996.5
36159.0,996.9
36160.0,996.91
36223.0,996.26
36224.0,996.23
36287.0,997.92
36288.0,997.94
36351.0,1000.8
36352.0,1000.82
36415.0,1002.71
36416.0,1002.66
36479.0,1003.48
36480.0,1003.49
36543.0,1000.43
36544.0,1000.49
36607.0,998.86
36608.0,998.93
36671.0,996.4
36672.0,996.26
36735.0,994.29
36736.0,994.17
36799.0,989.4
36800.0,989.34
36863.0,990.2
36864.0,990.16
36927.0,991.48
36928.0,991.51
36991.0,990.51
36992.0,990.52
37055.0,990.83
37056.0,990.84
37119.0,989.96
37120.0,990.07
37183.0,989.1
37184.0,989.03
37247.0,988.18
37248.0,988.05
37311.0,988.38
37312.0,988.38
37375.0,991.32
37376.0,991.38
37439.0,993.52
37440.0,993.53
37503.0,994.01
37504.0,994.01
37567.0,991.95
37568.0,991.94
37631.0,991.46
37632.0,991.45
37695.0,989.28
37696.0,989.29
37759.0,989.97
37760.0,989.97
37823.0,991.06
37824.0,991.04
37887.0,994.76
37888.0,994.76
37951.0,998.06
37952.0,998.0
38015.0,998.56
38016.0,998.57
38079.0,998.5
38080.0,998.46
38143.0,997.79
38144.0,997.81
38207.0,998.01
38208.0,998.03
38271.0,996.71
38272.0,996.85
38335.0,995.49
38336.0,995.38
38399.0,995.46
38400.0,995.38
38463.0,998.08
38464.0,998.08
38527.0,999.52
38528.0,999.39
38591.0,1000.74
38592.0,1000.73
38655.0,1001.37
38656.0,1001.27
38719.0,1000.08
38720.0,1000.14
38783.0,999.96
38784.0,999.97
38847.0,997.45
38848.0,997.46
38911.0,997.15
38912.0,997.15
38975.0,993.87
38976.0,993.79
39039.0,991.04
39040.0,990.99
39103.0,990.18
39104.0,990.19
39167.0,990.29
39168.0,990.21
39231.0,992.74
39232.0,992.69
39295.0,987.64
39296.0,987.59
39359.0,984.21
39360.0,984.18
39423.0,986.64
39424.0,986.79
39487.0,988.38
39488.0,988.49
39551.0,988.51
39552.0,988.48
39615.0,989.85
39616.0,989.8
39679.0,984.82
39680.0,984.67
39743.0,980.75
39744.0,980.63
39807.0,982.71
39808.0,982.69
39871.0,987.14
39872.0,987.24
39935.0,991.72
39936.0,991.75
39999.0,988.36
40000.0,988.42
40063.0,984.95
40064.0,984.94
40127.0,986.26
40128.0,986.27
40191.0,986.2
40192.0,986.25
40255.0,986.96
40256.0,986.93
40319.0,980.96
40320.0,980.91
40383.0,985.3
40384.0,985.44
40447.0,992.42
40448.0,992.53
40511.0,996.88
40512.0,996.99
40575.0,994.33
40576.0,994.38
40639.0,987.59
40640.0,987.47
40703.0,984.48
40704.0,984.56
40767.0,986.03
40768.0,985.95
40831.0,985.16
40832.0,985.01
40895.0,977.43
40896.0,977.49
40959.0,985.37
40960.0,985.72
41023.0,994.37
41024.0,994.39
41087.0,996.21
41088.0,996.25
41151.0,997.81
41152.0,998.0
41215.0,999.24
41216.0,999.22
41279.0,998.79
41280.0,998.78
41343.0,997.0
41344.0,996.97
41407.0,995.52
41408.0,995.71
41471.0,994.86
41472.0,994.68
41535.0,985.79
41536.0,985.66
41599.0,987.36
41600.0,987.53
41663.0,989.15
41664.0,989.24
41727.0,992.73
41728.0,992.86
41791.0,993.29
41792.0,993.28
41855.0,993.63
41856.0,993.62
41919.0,994.29
41920.0,994.28
41983.0,992.81
41984.0,992.72
42047.0,990.42
42048.0,990.41
42111.0,988.51
42112.0,988.41
42175.0,986.04
42176.0,986.05
42239.0,985.34
42240.0,985.15
42303.0,982.58
42304.0,982.45
42367.0,978.14
42368.0,978.1
42431.0,979.56
42432.0,979.69
42495.0,981.78
42496.0,981.86
42559.0,985.34
42560.0,985.34
42623.0,989.65
42624.0,989.68
42687.0,992.05
42688.0,991.97
42751.0,989.73
42752.0,989.73
42815.0,987.84
42816.0,987.98
42879.0,989.81
42880.0,989.78
42943.0,989.75
42944.0,989.73
43007.0,989.86
43008.0,989.91
43071.0,992.29
43072.0,992.31
43135.0,995.07
43136.0,995.02
43199.0,995.93
43200.0,995.87
43263.0,994.52
43264.0,994.51
43327.0,992.21
43328.0,992.13
43391.0,993.66
43392.0,993.62
43455.0,997.95
43456.0,997.99
43519.0,1001.51
43520.0,1001.64
43583.0,1002.01
43584.0,1002.12
43647.0,1001.65
43648.0,1001.65
43711.0,1000.6
43712.0,1000.47
43775.0,997.7
43776.0,997.56
43839.0,992.23
43840.0,992.19
43903.0,983.16
43904.0,982.91
43967.0,976.3
43968.0,976.34
44031.0,975.09
44032.0,975.13
44095.0,972.42
44096.0,972.43
44159.0,972.12
44160.0,972.14
44223.0,963.14
44224.0,962.8
44287.0,960.5
44288.0,960.52
44351.0,967.39
44352.0,967.39
44415.0,971.07
44416.0,971.2
44479.0,975.99
44480.0,976.09
44543.0,981.2
44544.0,981.22
44607.0,982.86
44608.0,982.86
44671.0,977.9
44672.0,977.88
44735.0,974.87
44736.0,974.88
44799.0,977.95
44800.0,977.98
44863.0,979.48
44864.0,979.35
44927.0,981.47
44928.0,981.31
44991.0,981.43
44992.0,981.38
45055.0,983.09
45056.0,983.11
45119.0,982.76
45120.0,982.86
45183.0,982.51
45184.0,982.58
45247.0,981.38
45248.0,981.37
45311.0,982.52
45312.0,982.61
45375.0,983.91
45376.0,983.76
45439.0,981.97
45440.0,981.89
45503.0,985.89
45504.0,985.93
45567.0,986.66
45568.0,986.67
45631.0,987.68
45632.0,987.6
45695.0,985.26
45696.0,985.24
45759.0,984.59
45760.0,984.7
45823.0,987.39
45824.0,987.48
45887.0,987.42
45888.0,987.47
45951.0,985.44
45952.0,985.4
46015.0,984.13
46016.0,983.9
46079.0,984.6
46080.0,984.69
46143.0,984.65
46144.0,984.64
46207.0,988.3
46208.0,988.44
46271.0,994.05
46272.0,994.03
46335.0,990.2
46336.0,990.53
46399.0,995.22
46400.0,995.31
46463.0,995.4
46464.0,995.49
46527.0,995.64
46528.0,995.61
46591.0,994.03
46592.0,994.01
46655.0,998.13
46656.0,998.31
46719.0,1000.0
46720.0,999.84
46783.0,993.95
46784.0,993.75
46847.0,987.68
46848.0,987.61
46911.0,985.77
46912.0,985.69
46975.0,981.82
46976.0,981.68
47039.0,977.17
47040.0,977.08
47103.0,977.9
47104.0,977.97
47167.0,984.36
47168.0,984.28
47231.0,986.56
47232.0,986.56
47295.0,984.29
47296.0,984.09
47359.0,980.97
47360.0,980.91
47423.0,984.36
47424.0,984.52
47487.0,983.35
47488.0,983.38
47551.0,979.44
47552.0,979.39
47615.0,979.45
47616.0,979.62
47679.0,980.92
47680.0,980.99
47743.0,979.29
47744.0,979.3
47807.0,976.54
47808.0,976.49
47871.0,976.84
47872.0,976.74
47935.0,971.83
47936.0,971.83
47999.0,969.12
48000.0,969.31
48063.0,972.22
48064.0,972.34
48127.0,975.44
48128.0,975.79
48191.0,982.0
48192.0,982.0
48255.0,987.16
48256.0,987.16
48319.0,985.78
48320.0,985.69
48383.0,983.69
48384.0,983.69
48447.0,981.33
48448.0,981.26
48511.0,978.99
48512.0,978.93
48575.0,979.75
48576.0,979.84
48639.0,985.54
48640.0,985.62
48703.0,987.96
48704.0,987.89
48767.0,984.75
48768.0,984.51
48831.0,985.25
48832.0,985.16
48895.0,982.49
48896.0,982.36
48959.0,982.49
48960.0,982.63
49023.0,988.13
49024.0,988.09
49087.0,983.78
49088.0,983.7
49151.0,980.21
49152.0,980.3
49215.0,988.06
49216.0,988.21
49279.0,994.18
49280.0,994.31
49343.0,998.74
49344.0,998.81
49407.0,997.57
49408.0,997.45
49471.0,990.15
