id,X1
1491,400000
1492,20000
1493,90000
1494,50000
1495,180000
1496,450000
1497,50000
1498,30000
1499,50000
1500,300000
1501,50000
1502,320000
1503,110000
1504,80000
1505,360000
1506,210000
1507,200000
1508,80000
1509,80000
1510,20000
1511,340000
1512,90000
1513,80000
1514,450000
1515,450000
1516,50000
1517,10000
1518,60000
1519,90000
1520,60000
1521,200000
1522,240000
1523,80000
1524,490000
1525,50000
1526,30000
1527,500000
1528,50000
1529,50000
1530,210000
1531,160000
1532,60000
1533,120000
1534,220000
1535,240000
1536,50000
1537,150000
1538,260000
1539,250000
1540,50000
1541,20000
1542,40000
1543,30000
1544,330000
1545,210000
1546,360000
1547,20000
1548,30000
1549,50000
1550,20000
1551,20000
1552,220000
1553,70000
1554,220000
1555,390000
1556,30000
1557,340000
1558,240000
1559,170000
1560,90000
1561,100000
1562,80000
1563,290000
1564,110000
1565,50000
1566,290000
1567,500000
1568,140000
1569,200000
1570,400000
1571,200000
1572,100000
1573,150000
1574,130000
1575,320000
1576,20000
1577,10000
1578,360000
1579,210000
1580,150000
1581,460000
1582,30000
1583,340000
1584,240000
1585,20000
1586,10000
1587,30000
1588,170000
1589,100000
1590,150000
1591,50000
1592,500000
1593,90000
1594,360000
1595,100000
1596,100000
1597,50000
1598,440000
1599,20000
1600,80000
1601,230000
1602,30000
1603,360000
1604,80000
1605,20000
1606,10000
1607,20000
1608,150000
1609,160000
1610,210000
1611,230000
1612,70000
1613,300000
1614,180000
1615,60000
1616,300000
1617,30000
1618,20000
1619,100000
1620,50000
1621,240000
1622,290000
1623,30000
1624,210000
1625,50000
1626,30000
1627,160000
1628,30000
1629,180000
1630,120000
1631,350000
1632,50000
1633,30000
1634,350000
1635,80000
1636,360000
1637,380000
1638,320000
1639,140000
1640,50000
1641,140000
1642,450000
1643,280000
1644,240000
1645,230000
1646,50000
1647,90000
1648,30000
1649,270000
1650,150000
1651,450000
1652,360000
1653,210000
1654,150000
1655,150000
1656,10000
1657,230000
1658,70000
1659,230000
1660,110000
1661,60000
1662,70000
1663,190000
1664,50000
1665,150000
1666,150000
1667,110000
1668,100000
1669,20000
1670,80000
1671,80000
1672,210000
1673,50000
1674,90000
1675,80000
1676,70000
1677,150000
1678,60000
1679,130000
1680,200000
1681,340000
1682,390000
1683,90000
1684,180000
1685,160000
1686,50000
1687,120000
1688,50000
1689,430000
1690,20000
1691,100000
1692,280000
1693,50000
1694,380000
1695,420000
1696,120000
1697,150000
1698,240000
1699,80000
1700,140000
1701,60000
1702,240000
1703,400000
1704,50000
1705,300000
1706,80000
1707,240000
1708,70000
1709,190000
1710,90000
1711,180000
1712,150000
1713,220000
1714,80000
1715,120000
1716,20000
1717,140000
1718,50000
1719,80000
1720,30000
1721,180000
1722,50000
1723,50000
1724,80000
1725,300000
1726,80000
1727,150000
1728,200000
1729,30000
1730,100000
1731,500000
1732,10000
1733,50000
1734,50000
1735,160000
1736,30000
1737,140000
1738,290000
1739,50000
1740,110000
1741,30000
1742,160000
1743,50000
1744,50000
1745,150000
1746,200000
1747,80000
1748,180000
1749,50000
1750,400000
1751,30000
1752,230000
1753,260000
1754,20000
1755,80000
1756,150000
1757,50000
1758,50000
1759,50000
1760,80000
1761,220000
1762,20000
1763,210000
1764,240000
1765,240000
1766,50000
1767,210000
1768,180000
1769,150000
1770,10000
1771,60000
1772,170000
1773,160000
1774,130000
1775,30000
1776,20000
1777,70000
1778,310000
1779,430000
1780,30000
1781,240000
1782,150000
1783,280000
1784,200000
1785,210000
1786,120000
1787,50000
1788,200000
1789,450000
1790,50000
1791,50000
1792,350000
1793,150000
1794,20000
1795,30000
1796,500000
1797,60000
1798,20000
1799,150000
1800,80000
1801,90000
1802,20000
1803,120000
1804,50000
1805,180000
1806,300000
1807,200000
1808,340000
1809,60000
1810,290000
1811,70000
1812,150000
1813,10000
1814,310000
1815,180000
1816,50000
1817,80000
1818,500000
1819,160000
1820,50000
1821,190000
1822,30000
1823,50000
1824,20000
1825,30000
1826,20000
1827,300000
1828,430000
1829,200000
1830,280000
1831,80000
1832,70000
1833,220000
1834,30000
1835,60000
1836,50000
1837,20000
1838,40000
1839,170000
1840,50000
1841,250000
1842,300000
1843,220000
1844,330000
1845,50000
1846,60000
1847,260000
1848,230000
1849,60000
1850,50000
1851,120000
1852,20000
1853,410000
1854,220000
1855,170000
1856,100000
1857,300000
1858,710000
1859,60000
1860,360000
1861,60000
1862,90000
1863,120000
1864,500000
1865,230000
1866,50000
1867,300000
1868,180000
1869,160000
1870,190000
1871,90000
1872,360000
1873,430000
1874,20000
1875,160000
1876,500000
1877,20000
1878,250000
1879,20000
1880,200000
1881,210000
1882,230000
1883,210000
1884,120000
1885,30000
1886,50000
1887,260000
1888,460000
1889,50000
1890,50000
1891,150000
1892,180000
1893,20000
1894,50000
1895,300000
1896,130000
1897,30000
1898,90000
1899,50000
1900,290000
1901,50000
1902,20000
1903,160000
1904,200000
1905,60000
1906,20000
1907,350000
1908,80000
1909,20000
1910,60000
1911,500000
1912,340000
1913,230000
1914,200000
1915,360000
1916,290000
1917,270000
1918,90000
1919,190000
1920,310000
1921,270000
1922,180000
1923,20000
1924,280000
1925,50000
1926,30000
1927,100000
1928,360000
1929,300000
1930,130000
1931,400000
1932,130000
1933,140000
1934,140000
1935,30000
1936,420000
1937,30000
1938,50000
1939,90000
1940,310000
1941,170000
1942,30000
1943,50000
1944,70000
1945,200000
1946,80000
1947,70000
1948,80000
1949,210000
1950,200000
1951,200000
1952,50000
1953,40000
1954,240000
1955,130000
1956,200000
1957,140000
1958,70000
1959,90000
1960,20000
1961,80000
1962,50000
1963,50000
1964,200000
1965,50000
1966,130000
1967,120000
1968,50000
1969,130000
1970,70000
1971,180000
1972,10000
1973,20000
1974,210000
1975,140000
1976,20000
1977,210000
1978,180000
1979,230000
1980,30000
1981,20000
1982,180000
1983,270000
1984,200000
1985,230000
1986,70000
1987,500000
1988,20000
1989,180000
1990,50000
1991,200000
1992,260000
1993,240000
1994,90000
1995,400000
1996,430000
1997,20000
1998,200000
1999,360000
2000,160000
2001,80000
2002,280000
2003,230000
2004,200000
2005,50000
2006,80000
2007,20000
2008,170000
2009,130000
2010,150000
2011,300000
2012,360000
2013,110000
2014,180000
2015,30000
2016,30000
2017,70000
2018,280000
2019,260000
2020,90000
2021,260000
2022,60000
2023,280000
2024,230000
2025,200000
2026,210000
2027,80000
2028,160000
2029,20000
2030,20000
2031,90000
2032,210000
2033,120000
2034,100000
2035,80000
2036,80000
2037,100000
2038,50000
2039,50000
2040,50000
2041,110000
2042,300000
2043,80000
2044,230000
2045,20000
2046,80000
2047,500000
2048,40000
2049,280000
2050,310000
2051,200000
2052,327680
2053,210000
2054,20000
2055,350000
2056,330000
2057,310000
2058,100000
2059,90000
2060,130000
2061,50000
2062,140000
2063,20000
2064,230000
2065,270000
2066,20000
2067,320000
2068,230000
2069,70000
2070,330000
2071,50000
2072,340000
2073,200000
2074,10000
2075,70000
2076,230000
2077,150000
2078,440000
2079,30000
2080,50000
2081,360000
2082,200000
2083,210000
2084,110000
2085,180000
2086,80000
2087,450000
2088,260000
2089,80000
2090,230000
2091,100000
2092,110000
2093,160000
2094,440000
2095,150000
2096,50000
2097,30000
2098,240000
2099,200000
2100,140000
2101,30000
2102,230000
2103,30000
2104,320000
2105,170000
2106,150000
2107,50000
2108,180000
2109,20000
2110,300000
2111,130000
2112,410000
2113,360000
2114,50000
2115,360000
2116,40000
2117,160000
2118,220000
2119,200000
2120,50000
2121,190000
2122,450000
2123,160000
2124,70000
2125,230000
2126,220000
2127,200000
2128,200000
2129,360000
2130,310000
2131,170000
2132,100000
2133,360000
2134,30000
2135,120000
2136,500000
2137,50000
2138,110000
2139,170000
2140,230000
2141,230000
2142,240000
2143,210000
2144,50000
2145,80000
2146,180000
2147,100000
2148,50000
2149,350000
2150,450000
2151,240000
2152,120000
2153,60000
2154,200000
2155,10000
2156,340000
2157,270000
2158,340000
2159,200000
2160,80000
2161,60000
2162,310000
2163,120000
2164,20000
2165,140000
2166,140000
2167,160000
2168,300000
2169,50000
2170,160000
2171,500000
2172,80000
2173,150000
2174,50000
2175,230000
2176,50000
2177,120000
2178,50000
2179,90000
2180,70000
2181,370000
2182,50000
2183,60000
2184,40000
2185,50000
2186,100000
2187,100000
2188,70000
2189,170000
2190,50000
2191,170000
2192,200000
2193,250000
2194,210000
2195,120000
2196,110000
2197,70000
2198,20000
2199,20000
2200,50000
2201,50000
2202,310000
2203,80000
2204,140000
2205,290000
2206,20000
2207,200000
2208,20000
2209,130000
2210,200000
2211,350000
2212,160000
2213,10000
2214,20000
2215,250000
2216,50000
2217,50000
2218,100000
2219,360000
2220,30000
2221,80000
2222,400000
2223,90000
2224,200000
2225,150000
2226,210000
2227,200000
2228,60000
2229,80000
2230,50000
2231,280000
2232,20000
2233,20000
2234,150000
2235,90000
2236,100000
2237,360000
2238,210000
2239,410000
2240,120000
2241,20000
2242,20000
2243,90000
2244,260000
2245,200000
2246,170000
2247,130000
2248,10000
2249,50000
2250,190000
2251,500000
2252,50000
2253,50000
2254,200000
2255,360000
2256,100000
2257,20000
2258,150000
2259,500000
2260,150000
2261,200000
2262,230000
2263,360000
2264,390000
2265,220000
2266,180000
2267,60000
2268,600000
2269,120000
2270,500000
2271,500000
2272,10000
2273,90000
2274,130000
2275,180000
2276,80000
2277,110000
2278,40000
2279,160000
2280,150000
2281,60000
2282,90000
2283,50000
2284,40000
2285,100000
2286,140000
2287,30000
2288,80000
2289,180000
2290,80000
2291,290000
2292,180000
2293,200000
2294,210000
2295,90000
2296,480000
2297,100000
2298,20000
2299,50000
2300,220000
2301,360000
2302,360000
2303,10000
2304,360000
2305,400000
2306,60000
2307,50000
2308,90000
2309,420000
2310,600000
2311,30000
2312,710000
2313,50000
2314,190000
2315,70000
2316,90000
2317,180000
2318,200000
2319,160000
2320,60000
2321,250000
2322,70000
2323,40000
2324,110000
2325,320000
2326,140000
2327,310000
2328,420000
2329,30000
2330,50000
2331,160000
2332,20000
2333,120000
2334,200000
2335,330000
2336,140000
2337,150000
2338,500000
2339,70000
2340,500000
2341,80000
2342,120000
2343,50000
2344,150000
2345,470000
2346,100000
2347,80000
2348,260000
2349,30000
2350,30000
2351,160000
2352,20000
2353,20000
2354,160000
2355,80000
2356,50000
2357,150000
2358,30000
2359,160000
2360,500000
2361,240000
2362,90000
2363,500000
2364,100000
2365,50000
2366,170000
2367,210000
2368,150000
2369,150000
2370,150000
2371,360000
2372,450000
2373,70000
2374,30000
2375,50000
2376,180000
2377,50000
2378,20000
2379,140000
2380,160000
2381,210000
2382,320000
2383,280000
2384,80000
2385,260000
2386,180000
2387,230000
2388,320000
2389,360000
2390,220000
2391,90000
2392,30000
2393,80000
2394,400000
2395,80000
2396,150000
2397,330000
2398,50000
2399,30000
2400,120000
2401,170000
2402,30000
2403,140000
2404,370000
2405,160000
2406,30000
2407,240000
2408,240000
2409,60000
2410,430000
2411,50000
2412,200000
2413,50000
2414,240000
2415,110000
2416,110000
2417,160000
2418,170000
2419,20000
2420,50000
2421,140000
2422,80000
2423,100000
2424,140000
2425,260000
2426,350000
2427,450000
2428,240000
2429,310000
2430,50000
2431,230000
2432,40000
2433,200000
2434,30000
2435,390000
2436,240000
2437,280000
2438,90000
2439,30000
2440,200000
2441,160000
2442,480000
2443,150000
2444,290000
2445,50000
2446,500000
2447,160000
2448,470000
2449,30000
2450,30000
2451,560000
2452,220000
2453,150000
2454,30000
2455,210000
2456,170000
2457,340000
2458,110000
2459,290000
2460,310000
2461,150000
2462,10000
2463,100000
2464,250000
2465,200000
2466,210000
2467,60000
2468,70000
2469,100000
2470,30000
2471,200000
2472,80000
2473,80000
2474,50000
2475,80000
2476,50000
2477,180000
2478,140000
2479,20000
2480,80000
2481,110000
2482,340000
2483,160000
2484,50000
2485,50000
2486,50000
2487,500000
2488,290000
2489,20000
2490,250000
2491,220000
2492,50000
2493,200000
2494,80000
2495,250000
2496,160000
2497,160000
